tmax,tmin,humidity,windspeed,soil_moisture,ndvi,rain,cloudcover,elevation,slope,aspect,landcover,fire
304.7264850240358,296.13187286663504,66.65652896272407,0.710279538152029,0.2930067114116131,7067.27950310559,0.0043178501376016,14.255228339735382,477,1,282,4,1.49816047538945
301.50720875102775,291.57531363378297,65.59618808477502,0.5534708353768588,0.2706749629526629,5001.434782608696,0.0032861778120858,12.321501427988576,592,0,199,12,3.8028572256396647
300.1835161964285,291.69872325127113,79.3609552152612,0.3619156629862703,0.3203205403152332,6857.751552795031,0.0069847879487123,13.210099188458072,818,0,251,2,2.9279757672456204
300.89682011611774,291.2837329142157,60.32126924326056,0.2674375736392072,0.2573209291457133,4928.76397515528,0.0040384980308063,8.725931995083982,784,1,213,12,2.3946339367881464
305.57358106275865,295.2739480963335,53.15444756695798,0.4727803739494332,0.2340134624148884,4405.316770186336,0.0023601792806989,8.543165467625899,338,0,21,12,0.6240745617697461
304.16351332089897,293.42733479889347,61.33639574250462,0.3438483842189078,0.2381092789400723,4766.776397515528,0.0030389863142483,15.264423076923078,86,0,121,12,0.6239780813448106
302.6478123314131,292.0746682574492,68.53904249551329,0.2461385497704158,0.2399316804136655,4447.416149068323,0.0037022573977201,14.623397435897436,129,0,210,12,0.23233444867279784
303.5330941225628,293.3567555327557,65.05685836437078,0.2028522000409562,0.24360683328731,4721.726708074534,0.0036285496083975,18.132328308207704,78,0,90,12,3.4647045830997407
303.8944083080978,292.7871634016201,62.28545183238998,0.5365548506904609,0.2254538886797074,4622.068322981367,0.0023725126179456,11.7124394184168,148,0,228,12,2.404460046972835
303.20476149915714,292.6295563066509,65.89616982441215,0.2569695086119128,0.2630906983098444,4984.39751552795,0.0036886270094184,14.568421052631578,224,0,70,12,2.832290311184182
303.8615214985115,292.8696629937639,63.11970113538181,0.5255326527542208,0.2345705054735358,4481.83850931677,0.0027894014922904,14.589178356713427,133,0,114,12,0.08233797718320979
304.1269954508272,292.8136325710816,57.02034904730466,0.5025411035149743,0.214315265432645,3618.7391304347834,0.0023140335850831,10.782681099084096,242,0,126,12,3.8796394086479773
304.3608902944645,294.41564974837087,49.97469443433357,1.1453539868486624,0.179421194531237,3551.111801242236,0.0025669560018891,6.868867082961641,606,0,65,12,3.329770563201687
303.5607032059504,292.18803547842776,63.50930322003837,0.6381595096726994,0.2226382617721594,4839.453416149068,0.0021944803270614,12.5,190,0,164,12,0.8493564427131046
305.1736498670025,296.7448854103148,70.93535955745037,0.3721543925323927,0.2968325373650097,6018.484472049689,0.0039214716593476,15.026833631484797,117,0,220,12,0.7272998688284025
305.3152489341294,295.4798779495072,52.06047970540898,0.5135617551141988,0.3390318279037519,3871.8385093167694,0.0029567596313451,7.181088314005353,431,0,243,12,0.7336180394137353
307.20526460340136,295.7068341453684,50.028763120307815,1.3113398703553336,0.2166453982369621,3386.708074534162,0.0019522540582043,7.80261493040911,26,0,85,12,1.216968971838151
302.3474178045568,291.64722031905245,71.18988121486632,0.168827238059489,0.2484554254455244,6105.913043478261,0.0037616806750758,14.779499404052444,190,0,158,12,2.0990257265289514
301.4400902451111,289.4098204432146,64.42501141470542,0.4863746673740793,0.2247236952784161,5876.72049689441,0.002556641591258,10.414201183431953,445,0,94,12,1.727780074568463
303.3802193296907,292.40707621328147,64.189755301495,0.5931305492701519,0.233811030241121,4297.472049689441,0.0025475238470596,12.976782752902157,154,0,146,12,1.1649165607921677
302.1056976258661,292.6014110284605,59.73270260743896,0.439152892827556,0.2718158375178392,5012.124223602485,0.0031414458299658,7.345651194231635,791,0,148,12,2.447411578889518
303.66960084942025,293.78527735320614,57.99842003557176,1.0400261398685764,0.2600148735285179,4218.552795031056,0.0025691076660199,6.586021505376344,589,0,131,12,0.5579754426081673
306.56337048526103,296.3391944276335,52.692258560296246,0.438342237877557,0.2334222007556451,3620.5962732919256,0.002197733251716,7.213822894168466,264,0,222,10,1.1685785941408726
303.26678577835014,294.5413693172831,75.64817898426362,0.3102185307374343,0.2779851606505331,4021.993788819876,0.0041807528610292,21.084581141238363,21,0,77,12,1.4654473731747668
304.02561723831485,292.78281925541694,53.42621483873945,0.6543450397246094,0.3300595504888091,4326.192546583851,0.0031594064922125,6.29987400251995,396,0,116,12,1.8242799368681437
304.0074230785101,294.79463302660065,73.701520759787,0.3369934901858208,0.2704886758333701,6779.695652173913,0.0044574113176794,11.7798796216681,518,1,105,9,3.1407038455720544
305.997729132806,296.02416385059627,59.434919965790144,0.6291611823611031,0.210621762909986,4144.465838509317,0.002498193241029,9.632446134347274,15,0,208,12,0.7986951286334389
298.05603595070994,288.65201753070096,70.70545472389747,0.3016139710466425,0.3837871720657783,5808.5590062111805,0.0094438778835848,7.667603372139703,278,2,217,9,2.0569377536544464
